Language	Form	Species
266	damanu	Callophyllum vitense, Guttiferae
266	daniva	Sardinella
266	dawa	Pometia pinnata, Sapindaceae
266	dē ni ose	Euphorbia hirta
266	dio	Ostrea edibilis
266	doŋo	Bruguiera gymnorhiza
266	dovu	Saccharum officinarum
266	duva	Couthovia corynocarpa
266	duva	Loganiaceae
266	duva	Derris trifoliate
266	duva	Leguminoseae
266	ivi	Inocarpus fagiferus, Leguminosae
266	kaboa	Siluridae
266	kacika	Sethrinus miniatus
266	kai	Lamellibranchiata
266	ka-kā	Prospeia splendens
266	kalabuci	Acalypha insulana
266	kalabuci	Acalypha grandis
266	kara	tinea circinata
266	karawa	Isurus
266	kavika	Syzygium malaccense, Myrtaceae
266	kawa-kawa	Serranidae
266	koka	Bischofia javanica, Euphorbiaceae
266	kura	Morinda citrifolia
266	kutu	Pediculus pubis
266	lulu	Tyto alba
266	macou	Cinnamomum pedatinervium
266	malo	Broussonetia papyrifera
266	niu	Cocos nucifera
266	niu-niu	Veitchia filifera
266	rara	Erythrina variegata
266	rara	orientalis
266	rara	Leguminosae
266	saku	Makaira
266	saku	Makaira
266	salato	Laportea harveyi
266	savulu	Pinna squamosa
266	seasea	Myrtaceae
266	seŋa	Vini australis
266	tā	Acanthurus unicornis
266	tā	Acanthurus unicornus
266	toa	Gallus gallus, Gallus bankhiva
266	tou	Cordia aspera
266	tue	Cyamium antarticum
266	tui-tui	Aleurites moluccana
266	uŋa	Cancer dubius
266	ura-u	Panulirus
266	uvi	Dioscorea alata
266	vadra	Pandanus odoratissimus
266	vai	Raiidae
266	vao	Bleekeria elliptica
266	vasa	Cerbera odollam
266	vau	Hibiscus tiliaceus
266	vau	Kleinhovia hospita
266	vesi (dü)	Intsia bijuga
266	vetau	Ochrocarpus odoratus
266	via	Alocasia
266	via	Cyrtosperma
266	via	Araceae
266	via	Alocasia indica
266	via	Cyrtosperma edule
266	via	Alocasia indica
266	vico	Erianthus maximus
266	vico	Erianthus maximus
266	vilu	Caranx
266	viu	Pritchardia pacifica
266	viu	Palmae.
266	voivoi	Pandanus thurstonii
266	vudi	Musa sapientum
266	vudi	Musa paradisiaca, Musaceae
266	vutu	Barringtonia
266	vutu kana, vutu kata	Barringtonia edulis
266	vutu ŋaŋa, vutu karakara, vutu vala	Barringtonia speciosa
266	vutu siri wai	Barringtonia racemosa
266	vuvula	Megalops cyprinoides (Broussonet)
266	vu-vula	Megalops cyprinoides
266	wā vula-vula	Convolvulaceae
266	wā vula-vula	Ipomoea pes-caprae
266	wī	Spondias dulcis, Anacardiaceae
266	yaŋa	Pterocera
266	yaŋa	Lambis
266	yatu	Neothunnus
266	yatu	Macropterus
266	yawa	Chanos chanos
266	yawa	Chanos chanos
19664	karawa	Isurus
18184	fennu	Chelonia mydas
18184	waʔat	Rhizophore
607	kalaʔapusi	Acalypha grandis
607	katafa	Asplenium
607	niu	Cocos nucifera
607	nonu	Morinda citrifolia
607	seŋa	Vini australis
607	sumu	Rhinecanthus rectangulus
607	talo	Colocasia esculenta
607	talo	antiquorum
607	toa	Casuarina equisetifolia
268	talaŋ	Diospyros
610	badak	Rhinoceros sumatrensis
610	be-santan	santan
610	durin	Duria zinetinus
610	kanis	Garcinia atronileata
610	latoŋ	Laportea
610	musaŋ	Paradoxurus hermaphroditus
610	nipé sawa	Python reticulatea
269	aiau	Ficus
269	baz	Erythrina variegata
269	baz	Erythrina variegata
269	bul	Ovula ovum
269	fon	Dermochelys coriacea
269	fu	Piper betle
269	izi	Lorius ruber
269	kaŋaz	Canarium
269	mao	Colocasia esculenta
269	nat	Illipe
269	nat	Sapotaceae
269	sao	Strongylura incisa
269	sok ~ soksok	Phasmatidae
269	som	Mytilidae
269	som	Balanidae
269	som	Teredo
269	toŋ	Rhizophora mucronata
269	tui	Leguminosae
613	sambaha	Alstonia scholaris
614	ai	Birgus latro
614	bwubwu	Balistapus acuteatus
614	ibi	Calophyllum inophyllum
614	ibo	Sipunculus indicus Peters
614	kanawa	Cordia subcordata
614	kuau	Epinephelus corallicota
614	nari	Scomberoides sancti-petri
614	ne-aŋ	Lambis
614	non	Morinda citrifolia
614	tauti	Diodon
270	baram	Erythrina indica
270	baram	Erythrina indica
270	ipi	Inocarpus fagiferus
270	laea	Phameria magnifica
270	nono	Morinda citrifolia
270	palaŋazi	Barringtonia Procera
270	paru	Hibiscus tiliaceus
270	pilu	Crevalle
270	tavure	Cymatiidae
270	tavure	Bursidae
270	toŋor	Bruguiera
270	yaru	Casuarina
272	patuhu	Cycas rumphii
272	watopo	Imperata cylindrica
19663	ia tala	Naso brevirostris
324	baliŋbiŋ	Averrhoa bilimbi
324	kokon	Schoutenia ovata
325	ababaŋ	Colbertia
325	ampallasaʔ	Ficus Ampelas
325	anuaŋ	Anoa depressicornis
325	au-au	Scomber neglectus
325	bagu	Gnetum gnemon
325	bakukuŋ	Sparus hasta
325	bakuŋ	Crinum asiaticum
325	bambaŋaŋ	Lutjanus erythropterus
325	baŋkalaʔ	Sarcocephalus undulatus
325	baŋkalaʔ	Nauclea orientalis
325	baru	Hibiscus tiliaceus
325	batu parada	Bixa orellana
325	bidara	Zizyphus jujuba
325	bila	Aegle marmelos
325	bila	Crescentia acuminata
325	biŋkuru	Morinda citrifolia
325	bira	Alocasia macrorrhiza
325	biru	Licuala Rumphii
325	bui-bui	Caranx leptolepis
325	buntalaʔ	Ostracion turritus
325	buntalaʔ	Diodon hystrix
325	buntisiʔ	Phaseolus vulgaris
325	buŋoroʔ	Lagerstroemia speciosa
325	buta-buta	Lates
325	buʔbuluʔ	Vitex cofassus
325	buʔne marica	Antidesma
325	buʔne marica	Antidesma
325	buʔne rea	Antidesma Rumphii
325	buʔne-tedoŋ	Antidesma bunius
325	gaduŋ	Dioscorea hispida
325	gammi	Echeneis naucrates
325	inruʔ	Arenga saccharifera
325	kanaŋa	Cananga odorata
325	kaŋkoŋ	Ipomoea aquatica
325	ka-taŋka	Millingtonia hortensis
325	kau-kau	Eriodendrum anfractuosum
325	kayu aŋin	Casuarina
325	kayu saŋa	Stagnaria verniciflua
325	laia	Zingiber officinale
325	laŋŋa	Sesamum orientale
325	lasuna -keboʔ	Allium sativum
325	mali-mali	Leea aequata
325	nipa	Nipa fruticans
325	panasaʔ	Amomum acre
325	paŋi	Pangium edule
325	parappaʔ	Sonneratia oborata
325	pokoʔ raʔraʔ	Erythrina indica
325	sarre	Andropogon nardus
325	sattuluʔ	Sandoricum koetjape
325	sattuluʔ	Sandoricum koetjape
325	sattuluʔ	Sandoricum koetjape
325	tambaraʔ rappo-rappo	Clerodendron inerme
325	tammu	Curcuma
325	taŋaŋ-taŋaŋ	Ricinis communis
325	taruŋ	Cassia tagera
18432	a-	ground sown
18432	ampály	Ficus soroceoides Baker
18432	bana	Solanum Melongena L.
18432	fandrana	Pandanus
18432	fanihy	Pteropus
18432	fósa	Viverridae
18432	fótatra	Butonica apiculata
18432	funi	Alectroenas madagascariensis
18432	funi maitsu	Columba Polleni
18432	hatafana	Terminalia catappa
18432	lomótra	Algae
18432	lomótra	Vaucheria sessilis
18432	maŋ-èto-màndry	Betsimisaraka
18432	nónoka	Ficus melleri
18432	sana	Elaeocarpus
18432	trózona	Balaena australis
18432	trózona	Physeta macrocephalus
18432	vahóna	Aloe
18432	vahóna	A. macroclada
18432	vahóna	A. deltoideodonta
18432	vahóna	Crinum
18432	válo	Dombeya
18432	véro	Andropogon hirtus L.
18432	víntsy	Corythornis cristata L.
18432	vívy	Podiceps minor L.
18432	voa hazo	Sesamum indicum L.
18432	voára	Ficus
18432	voáy	Crocodilus madagascariensis Gray
18432	vólo	Nastus
19477	kira	Eclectus
19477	kira	Eclectus roratus
19477	sege	Centropus milo
326	agas-agas	Aporosa maingayi
326	akar jitah	Willughbeia
326	akar putat	Gnetum funiculare
326	akar tali	Gnetum
326	akut-aŋkut	Chalicodoma
326	akut-aŋkut	Eumenes gracilis
326	anay-anay	Termitidae
326	aŋsana	Pterocarpus indicus
326	api api	Loranthaceae
326	api api	Avicenna
326	api api	Avicenna officinalis
326	asin asin	Euphorbiaceae
326	asin asin	Sauropus
326	asin asin	Phylanthus
326	asin asin	Breynia
326	awi bituŋ	Dendrocalamus
326	badak	Rhinoceros sondaicus
326	badak	Rhinoceros sumatrensis
326	bagaŋ	Amorphophallus
326	bagu	Gnetum brunonianum
326	bakau	Rhizophorae
326	bakoŋ	Crinum asiaticum
326	bala	Memecylon myrsinoides
326	balak tioŋ	Pachychlamys
326	balau	Shorea
326	balau	Swintonia
326	balau	Parinarium
326	bambaŋan	Lutjanus
326	banar	Smilax
326	banar babi	Smilax helferi
326	banau	Smilax
326	bani	Dischidia rafflesiana
326	baní	Dischidia rafflesiana
326	bantéŋ	Bos sondaicus
326	baŋkal	Nauclea
326	baŋkal	Sarcocephalus
326	barau	Hampala macrolepidota
326	baru	Hibiscus tiliaceus
326	bayur	Pterospermum
326	bedara, bidara	Zizyphus  jujuba
326	begahak	Belodontichthys dinema
326	begahak, gahak	Belodontichthys dinema
326	bekukoŋ	Sparus hasta
326	bekuku	Sparus hasta
326	belalaŋ daun	Phyllium
326	belanak	Mugil
326	belekok	Ardeola speciosa
326	belekok	Porphyrio polyocephalus
326	belida	Notopterus
326	belidah	Notopterus
326	belunoh	Mangifera
326	bəlunoh	Mangifera
326	bəlunoh	Mangifera
326	beluru	Entada scandens
326	belut	Monopterus albus
326	bemban	Clinogyne
326	bemban	Donax
326	bemban	Clinogyne dichotoma
326	bemban	Clinogyne
326	bemban	Donax
326	bemban	Clinogyne dichotoma
326	bentaŋur, bintangur	Calophyllum
326	bentaŋur bunut	Calophyllum spectabile
326	bentaus	Wrightia javanica
326	benuai	Kayea grandis
326	benuaŋ	Sterculia alata
326	benuaŋ	Sterculia alata
326	beŋgala	Gossypium vitifolium
326	beŋkiriŋ	Garcinia
326	beŋkudu	Morinda
326	beraŋan	Quercus
326	beraŋan	Castanopsis
326	beraŋan	Pasania
326	berok	Macacus (Inuus) nemestrinus
326	beruaŋ	Ursus malayanus
326	berunay	Antidesma alatum
326	berunay	Antidesma montanum
326	berunus	Aeschynanthus radicans
326	betah	bih-tah
326	beték	Carica papaya
326	biancak	Varanus salvator
326	biancak	V. rudicollis
326	biancak	V. dumerili
326	biancak	V. nebulosus
326	biar-biar	Filaria loa
326	biawak	Varanus salvator
326	biawak	V. rudicollis
326	biawak	V. dumerili
326	biawak	V. nebulosus
326	bilis	Stolephorus
326	bintaŋ	Musaenda mutabilis
326	binuaŋ	Sterculia alata
326	biŋah	Voluta diadema
326	biŋar	Voluta diadema
326	bira	Alocasia
326	bira	Alocasia indica
326	birah	Alocasia
326	birah	Alocasia indica
326	birik, buroŋ bérék-bérék	Meropidae
326	birik, buroŋ bérék-bérék	Merops sumatranus
326	biuku	Notochelys platynota
326	boli	Oroxylum indicum
326	boncis, buncis	Phaseolus vulgaris
326	buah	Zizyphus jujuba
326	buah belimbiŋ	Averrhoa bilimbi
326	buah jelay	Coix lachryma-jobi
326	buah pala	Myristica fragrans
326	buas	Premna
326	buaya, buhaya	Crocodilus porosus
326	buaya, buhaya	Varanus komodoensis
326	bui, buhi	Diospyros
326	bui, buhi	Roucheria griffithiana
326	buloh	Bambusa
326	buloh betoŋ	Dendrocalamus
326	buloh telaŋ	Gigantochloa
326	buloh təlaŋ	Gigantochlos
326	bulu babi	Echinus
326	bulu-bulu	Diospyros argentea
326	bulu-bulu	Diospyros wrayi
326	bulu-bulu	Gynotroches axillaris
326	bulu-bulu	Pellacalyx axillaris
326	bulu-bulu	Pellacalyx saccardianus
326	bulu temiaŋ	Bambusa wrayi
326	bunut paya	Pternandra coerulescens
326	buŋur	Lagerstroemia
326	buŋur	L. speciosa
326	buroŋ babi	Leptoptilus javanicus
326	buroŋ binti-binti	Alcedo meninting
326	buroŋ bubut	Centropus bengalensis
326	buroŋ bubut	Centropus eurycercus
326	buroŋ cawi-cawi	Dicrurus
326	buroŋ ciap-ciap	Rollulus roulroul
326	buroŋ daun	Stoparola thalassinoides
326	buroŋ kekek	Halcyon chloris
326	buroŋ kuau	Argusianus argus
326	buroŋ sapu daun	Motacilla melanope
326	busok-busok	Cassia nodosa
326	buta-buta ~ be-buta	Excoecaria agaloocha
326	buta-buta darat	Alstonia macrophylla
326	butun	Barringtonia
326	ceŋkerit	Brachytrypes portentosus
326	cicak	Hemidactylus
326	cicak	H. frenatus
326	damar	Shorea
326	damar	Hopea
326	daun baŋun-baŋunan	Coleus carnosus
326	daun pegaga	Hydrocotyle asiatica
326	daun sə-kəndal	Cordia myxa
326	dedap	Erythrina
326	dədap	Erythrina
326	dédés ~ didis	Viverra
326	dédés ~ didis	Viverra
326	delima	Punica granatum
326	duŋun	Heritiera littoralis
326	durian	Durio zibethinus
326	durian	Anona muricata
326	durian	Durio malaccensis
326	duyoŋ	Halicore dugong
326	em-balau	Coccus lacca
326	empelas kasap	Tetracera assa
326	enaw	Arenga saccharifera
326	eŋkak	Corvus enca
326	(e)ru	Casuarina equisetifolia
326	eru	Casuarina equisetifolia L.
326	gagak  huma	Corvus macrorhyncus
326	gambir	Uncaria gambir
326	gayam	Inocarpus edulis
326	geliŋgaŋ	Cassia alata Linn.
326	gətaŋ	Compositae
326	gətaŋ	Spilanthes acmella
326	halia	Zingiber officinale
326	harimau balan daun	Felis marmorata
326	(h)atap sisek teŋgiliŋ	Eugeissona tristis
326	(h)atap sisek teŋgiliŋ	Arenga saccharifera
326	(h)atap sisek teŋgiliŋ	Zalacca edulis
326	(h)atap sisek teŋgiliŋ	Zalacca conferta
326	(h)atap sisek teŋgiliŋ	Licuala
326	(h)atap sisek teŋgiliŋ	Livistona cochinchinensis
326	(h)atap sisek teŋgiliŋ	Imperata cylindrica
326	hati-hati	Coleus atropurpureus, C. blumei
326	hati-hati hutan	Sonerila heterostemon
326	(h)aur	Bambusa
326	(h)empelas	Tetracera assa
326	hentimun	Cucumis sativus L.
326	(h)udaŋ	Macrura
326	(h)uma	Oryza montana
326	ibus	Corypha gebanga
326	ijok	Arenga saccharifera
326	ikan alu alu	Sphyraena obtusata
326	ikan bujok	Ophiocephalus
326	ikan bulan-bulan	Megalops cyprinoides
326	ikan buntal	Ostraciontidae
326	ikan buntal	Tetrodontidae
326	ikan buntal	Diodontidae
326	ikan daun	Platax
326	ikan daun baru	Drepane punctata
326	ikan gemi	Echineis (sic!) naucrates
326	ikan gurami	Osphromenus olfax
326	ikan gurita	Onychoteuthis angulata
326	ikan kakap	kaalkop, Lates
326	ikan kebasi	Dorosoma
326	ikan kékék	Equula edentula
326	ikan kékék	Cazza minuta
326	ikan kékék	Mene maculata
326	ikan kemi	Echineis naucrates
326	ikan kerapoh	Serranus
326	ikan kerapoh	Scorpaenidae
326	ikan kerapu	Serranus
326	ikan kerapu	Scorpaenidae
326	ikan kərapu	Serranus
326	ikan kərapu	Scorpaenidae
326	ikan kertaŋ	Epinephelus pantherinus
326	ikan ketambak	Stromateus niger
326	ikan kitaŋ	Scatophagus
326	ikan kurau	Polynemus
326	ikan lepu	Antennaridae
326	ikan lepu	Scorpaenidae
326	ikan oték	Arius utik
326	ikan pelata	Scomber microlepidotus
326	ikan puyu-puyu	Anabas scandens
326	ikan sepat	Trichopodus
326	ikan sumpit	Toxotes
326	ikan talaŋ	Chorinemus
326	ikan tamban	Clupeidae
326	ikan tampar	Pseudorhombus arsuis
326	ikan teliŋa buaya	Gastroceus biaculeatus
326	ikan teri	Stolephorus tri
326	ipil	Intsia
326	ipoh	Antiaris toxicaria
326	ipoh	Strychnos tiente
326	itah besi	Smilax myosotifolia
326	jelataŋ	Laportea stimulans
326	jelataŋ	Fleurya interrupta
326	jelataŋ	Cnesmone javanica
326	jelay	Aphania pancijuga
326	jeluaŋ	Morus macroura
326	jeluaŋ	Brousonnetia papyrifera
326	jeraŋau	Acorus calamus
326	kait-kait	Uncaria ferruginea
326	kait-kait	Uncaria pteropoda
326	kandis	Garcinia atrolineata
326	kaŋkoŋ	Ipomoea aquatica, I. reptans
326	kapas kapas	Gerres
326	kapis	Pecten
326	kasap	Clerodendron villosum
326	katak betoŋ	Bufo
326	katak betoŋ	Bufo
326	katut selaya	Breynia discigera
326	kayu geluga	Bixa orellana
326	kayu kemuniŋ	Murraya exotica
326	kəladi	Colocasia antiquorum
326	kəlayu	Erioglossum edule
326	kələmuntiŋ	Rhodomyrtus tomentosa
326	kələmuntiŋ	Rhodomyrtus tomentosa
326	kelumpaŋ	Sterculia foetida
326	kənari	Canarium commune
326	kendoŋ	Symplocos ferruginea
326	kendoŋan	Symplocos ferruginea
326	kəraŋ	Cardium
326	kərbaw	Bos bubalus
326	kərtaŋ	Epinephelus pantherinus
326	kesambi	Schleichera trijuga
326	kəsuari	Casuarius galeatus
326	kəsumba	Carthamus tinctorius
326	kətapaŋ	Terminalia catappa
326	kətumbar	Coriandrum sativum
326	kicak	Copsychus saularis
326	kicak	Copsychus saularis
326	kra	Macacus cynomolgus
326	kuau	Argusianus argus
326	kulur	Artocarpus communis
326	kundur	Benincasa cerifera
326	kundur jawa	Benincasa hispida
326	kuñit	Curcuma longa
326	kura-kura	Cyclemys
326	kurap ayam	Tinea imbricata
326	lamu	Cuhalus coenigii
326	lang burit	Pernis tweeddalii
326	laŋau	Stomoxydae
326	laŋir buaya	Mallotus griffithianus
326	laŋsat	Lansium domesticum
326	laŋ sikap	Accipitrinae
326	laŋ sikap	Accipiter virgatus
326	laŋ sikap	Falconidae
326	laŋ sikap	Accipitrinae
326	laŋ sikap	Accipiter virgatus
326	laŋ sikap	Falconidae
326	lebah	Apis
326	lembayoŋ	Eichornea crassipes
326	ləmpoyaŋ	Zingiber aromaticum
326	ləmpoyaŋ	Zingiber zerumbet
326	leŋkuas	Alpinia galanga
326	leŋkuas	l. merah
326	leŋkuas	l. puteh
326	lidah anjiŋ	Veronia cinerea
326	lidah badak	Pothus latifolius
326	lidah badak	Opuntia monacantha
326	lidah buaya	Saseviera zeylanica
326	limau nipis	Citrus aurantiaca
326	limaw	Citrus maxima
326	limaw	Citrus decumana
326	limbat	neuhofi
326	lotoŋ	Semnopithecus
326	lotoŋ	Semnopithecus maurus
326	lukut	Platycerium
326	lukut	Platycerium
326	lumbu	Morinda rigida
326	lumbu	Willughbeia coriacea
326	lumut laut	Ulva lactuca
326	mali	Leea
326	mali berduri, mali-mali	Leea sambucina
326	maŋga	Mangifera indica
326	mara keluaŋ	Melanorrhoea curtisii
326	mara keluaŋ	Melanorrhoea pubescents W.
326	mawas	Simia satyrus
326	medaŋ kemaŋi	Cinnamomum parthenoxylon
326	m-empelas	Tetracera assa
326	meŋkudu	Morinda
326	meŋkudu	Morinda bracteata
326	meŋkudu	Morinda citrifolia
326	məranti	Shorea
326	mərpati	bharyapati
326	miñak ləŋa	Sesamum indicum
326	musaŋ	Viverridae
326	musaŋ	Arctictis
326	naŋka	Artocarpus integrifolia
326	naŋka	A. lanceaefolia
326	naŋka	Mallotus macrostachyus
326	naŋka	Nauclea purpurascens
326	ñatoh	Payena
326	ñatoh	Palaquium
326	niboŋ	Oncosperma filamentosa
326	niboŋ	Orania macrocrandus
326	niboŋ	Oncosperma
326	nilau	Cupania pallidula
326	nilau nasi	Trichospermum javanicum
326	nilau paya	Commersonia echinata
326	nipah	Nipa fruticans
326	ñiur	Cocos nucifera
326	ñiur nipah	Nipa fruticans
326	paku	Filices
326	palas	Licuala
326	panau	Pityriasis versicolor
326	panau	Tinea flava
326	pandan	Pandanaceae
326	paŋgil	Clerodendron paniculatum
326	pari pauh	Dicerobatis
326	pauh	Mangifera
326	pechak	pechak
326	pəlandok	Tragulus kanchil
326	pəlawan	Tristania
326	pelawan	Tristania
326	pəlaway	Terminalia foetidissima
326	p&lt;em&gt;ipit rusa	Palmyra
326	peñu karah	Chelonia imbricata
326	peŋgaga	Hydrocotyle asiatica
326	pərawan	Hopea
326	perepat	Sonneratia griffithii
326	perepat	S. acida
326	perepat	Sonneratia griffithii
326	perepat	S. acida
326	peria	Momordica charantia
326	periŋ periŋ pituŋ	Dendrocalamus
326	piai	Acrostichum aureum
326	pikat	Tabanidae
326	pipit	Munia
326	pipit	Passer montanus
326	pipit	Munia maja
326	pipit	Munia oryzivora
326	pipit	Munia punctulata
326	pipit	Munia scuticauda
326	pipit	Munia
326	pisaŋ	Musa
326	pohon kapok	Eriodendron anfractuosum
326	puki anjiŋ	Cynometra cauliflora
326	pulut	Oryza glutinosa
326	pulut-pulut bukit	Mallotus griffithianus
326	pulut-pulut hutan	Mallotus porterianus
326	pulut-pulut kecil, pulut-an	Urena lobata
326	punai	Columbidae
326	punai	Treron
326	puru	Framboesia tropica
326	puru	spirochaete
326	puru	Spironema pertenue
326	putat	Barringtonia
326	puyoh	Turnix taigoor
326	raŋak	Pteroceros
326	raŋak	P.lambis
326	raŋak	P. chiragra
326	raŋar	Pteroceros
326	raŋar	P. lambi
326	raŋar	P. chiragra
326	rembayoŋ	Eichornea crassipes
326	resam	Gleichenia linearis
326	resam	Gleichenia linearis
326	rioh	Timonius peduncularis
326	rotan sega	Calamus caesius
326	rumbia	Metroxylon sagus
326	rumbia	M. rumphii
326	rumput palis	Labisia pothoina, Bkl.
326	rumput sesat belukar	Hypolytrum latifolium
326	rusa	Cervus equinus
326	rusa b-enuaŋ	Cervus equinus
326	saboŋ	Betta
326	saga	Abrus precatorius
326	sakit tomboŋ	prolapsus uteri
326	saŋa	Elaeocarpus
326	sawa	Python molurus
326	sawa	Python reticulates
326	sawa	Python curtus
326	səbasah	Euphorbiaceae
326	səbasah	Glochidium desmocarpum
326	səbasah	Aporosa
326	səbasah	Scyphiphora hydrophyllacea
326	seladaŋ	Bos gaurus
326	selaseh kemaŋi	Ocimum canum
326	semut gatal	Monomorium pharaonis
326	səntul	Sandoricum indicum
326	sepaŋ	Caesalpinia sappan
326	səray	Cymbopogon
326	səray	citratus
326	serunai laut	Wedelia biflora
326	siput bulan	Natica petiveriana
326	siput bulan	Helix ovum
326	siput kima	Chaga gigas
326	sireh	Piper betle
326	sudu	Euphorbia antiquorum
326	sudu-sudu	Euphorbia neriifolia
326	sudu-sudu bukit	Euphorbia sinadenium
326	suku	Orang Laut
326	suku	Orang Laut
326	sukun	Artocarpus laevis
326	sulur	Ficus
326	sumbu	Panicum myurus
326	taboŋ buŋa	Ixora opaca, Ixora pendula
326	takoyoŋ sigay	Cypraea
326	tali puteri	Cassytha filiformis
326	tandok-tandok	Strophanthus dichotomus
326	tandok-tandok	Ervatamia
326	tarum	Indigofera tinctoria
326	tebu	Saccharum officinarum
326	tebu	Saccharum officinarum
326	təbuŋur	Glochidion laevigatum
326	təmu	Curcuma
326	teŋar	Ceriops candolleana
326	təŋgiliŋ	Manis javanica
326	təŋgíri	Scomberomorus
326	təŋgíri	Cybium
326	təŋiri	Scomberomorus
326	təŋiri	Cybium
326	tərap	Artocarpus kunstleri
326	təroŋ	Solanum
326	tikus	Muridae
326	tikus	Sorecidae
326	tikus	Mus rattus
326	tiram	Ostrea
326	tiram	Ostrea parasitica
326	tiram	Ostrea imbricate
326	tiram	Ostrea ephippium
326	tiram	Ostrea placentiforme
326	tuau	Malacocincla abbotti
326	tuba	Derris elliptica
326	tui	Radermachera gigantea
326	tui	Ixonanthes icosandra
326	tui	Radermachera gigantea
326	tui	Ixonanthes icosandra
326	tuŋaw	t. ayam
326	tuŋaw	t. kəra
326	tutu	Geopelia striata
326	tutur	Geopelia striata
326	ubi	Dioscorea alata
326	ubi	Solanum tuberosum
326	ubi kəntaŋ	Solanum tuberosum
326	ular	Ophidia
326	ular kapak daun	Lachesis gramineus
326	ular naga bura, ular mura	Angkistrodon rhodostoma
326	ular naga bura, ular mura	Lachesis purpureomaculatus
788	bəlunoh	Mangifera
788	binuaŋ	Sterculia alata
788	dédés ~ didis	Viverra
788	lukut	Platycerium
788	takoyoŋ sigay	Cypraea
18430	sakit tomboŋ	prolapsus uteri
18430	ubi kəntaŋ	Solanum tuberosum
791	kesambi	Schleichera trijuga
791	periŋ periŋ pituŋ	Dendrocalamus
796	banar babi	Smilax helferi
797	dédés ~ didis	Viverra
801	bəlunoh	Mangifera
801	lukut	Platycerium
328	taile	Terminalia catappa
328	zalato	Laportea
813	bila	Aegle marmelos
813	padaŋ	Imperata cylindrica
813	padaŋ	Imperata cylindrica
816	ara	Ficus
816	balak	Scindapsis
816	balak	Rhaphidophora
816	bila	Crescentia cujete
816	bumbuŋ-kukur	Begonia
816	cepaŋ	Caesalpinia sappan
816	cuka	Gnetum gnemon L.
816	enep	Peltophorum pterocarpum
816	fail	Albizia chinensis
816	hutu	Pediculus capitis
816	kawu	Ceiba pentandra
816	kemuniŋ	Murraya exotica
816	kolo	Artocarpus altilis
816	kukuŋ	Schoutenia ovata
816	lanteŋ	Laportea
816	lawi	Justicia procumbens
816	lawi	Asystasia intrusa
816	lawi	Dicliptera
816	lawi	Peristrophe
816	lawi	Lepidagathis
816	lia	Zingiber officinale
816	mali	Leea rubra
816	mantek	Haemadipsa
816	mímis	Imperata cylindrica
816	munta	Citrus hystrix
816	nara	Pterocarpus indicus
816	natu	Palaquium obovatum
816	nila	Grewia
816	nini	Donax canniformis
816	nuliŋ	Pisonia umbellifera
816	nunaŋ	Cordia dichotoma
816	nunaŋ	Cordia dichotoma
816	nunaŋ	Cordia dichotoma
816	paku	Athyrium esculentum
816	pampa	Vitex pubescens
816	pandaŋ	Ananas comosus
816	pau	Mangifera indica
816	pelas	Ficus wassa
816	periŋ	Bambusa vulgaris
816	pulut	Urena lobata
816	puni	Cyathea
816	puni	Cyathea
816	puni	Cyathea
816	redoŋ	Trema orientalis
816	ruaŋ	Apis indica
816	rujuŋ	Halicore dugong
816	sama	Pipturus argenteus
816	sauŋ gilo	Ophiocephalus striatus
816	saʔu	Dracontomelum edule
816	sela	Coix lachryma-jobi
816	sita	Alstonia scholaris
816	taŋga	Millingtonia hortensis
816	taroŋ	Indigofera
816	téu	Saccharum officinarum
816	tui, ntui	Linociera
816	tui, ntui	Dolichandrone spathacea
816	tuma	Pediculus vestimenti
816	tuna	Monopterus albus
816	turi	Sesbania grandiflora
816	tuwa	Croton tiglium
816	ular	Ptyas korros
816	uwi	Dioscorea alata
816	wajur	Pterospermun diversifolium
816	wanar	Smilax modesta
816	waŋkuŋ	Crinum asiaticum
816	wue	Phaseolus
19722	fail	Albizia chinensis
817	cuka	Gnetum gnemon L.
817	mali	Leea rubra
823	lotoŋ	Macaca fascicularis
819	bazak	Artocarpus heterophyllus
819	belatuŋ	Phaseolus aureus
819	benut	Caryota
819	beyabas	Psidium guayava
819	biŋgala	Manihot esculenta
819	bitaʔug	Calophyllum inophyllum
819	buʔbuʔ	Pinanga
819	buʔbuʔ	Areca catechu
819	davuŋ	Bambusa spinosa
819	enivuŋ	Oncosperma
819	enunaŋ	Cordia dichotoma
819	geluɣaʔ	Bixa orellana
819	kakew	Theobroma cacao
819	kəmantis	Lycopersicum esculentum
819	kemasi	Artocarpus camansi
819	kemasi	Artocarpus camansi
819	ketumbal	Capsicum
819	kewayan	Bambusa spinosa
819	leŋa	Sesamum orientale
819	maraŋ	Artocarpus odoratissima
819	memaʔ-an	Areca catechu
819	mustasa	Brassica integrifolia
819	pahuʔ	Mangifera altissima
819	paŋi	Parartocarpus woodii
819	parey	Oryza sativa
819	periaʔ	Momordica charantia
819	piay	Acrostichum aureum
819	sedsed	Fimbristylis globulosa
819	seyuti	Sechium edule
819	suli	Colocasia esculenta
819	taŋlad	Andropogon citratus
819	teɣep	Artocarpus elastica
819	teŋeg	Ceriops Roxburghiana
819	tevayag	Lagenaria leucantha
819	tevu	Saccharum officinarum
819	tuva	Derris
819	uvi	Dioscorea alata
825	arem	Melanolepis multiglandulosa
825	pait-an	Lunasia amara
330	ai	reason
