ID,Cognateset_ID,Form_ID,Subset,Proto_Language,Comment,Inferred,Doublet_Comment,Disjunct_Comment,Doublets,Disjuncts
3515,27045,protoform-3515,1,PMP,,false,,,,
3515-PWMP,27045,protoform-3515-PWMP,,PWMP,,true,,,,
3515-PCEMP,27045,protoform-3515-PCEMP,,PCEMP,,true,,,,
3515-PEMP,27045,protoform-3515-PEMP,,PEMP,,true,,,,
3515-POC,27045,protoform-3515-POC,,POC,,true,,,,
3557,27086,protoform-3557,1,PWMP,,false,,,,
11607,33115,protoform-11607,1,PMP,,false,,,,
11607-PWMP,33115,protoform-11607-PWMP,,PWMP,,true,,,,
11607-PCEMP,33115,protoform-11607-PCEMP,,PCEMP,,true,,,,
11607-PCMP,33115,protoform-11607-PCMP,,PCMP,,true,,,,
3516,27046,protoform-3516,1,PWMP,,false,,,,
11619,33127,protoform-11619,1,PPh,,false,,,,
3550,27079,protoform-3550,1,PMP,,false,,,,
3550-PWMP,27079,protoform-3550-PWMP,,PWMP,,true,,,,
3550-PCEMP,27079,protoform-3550-PCEMP,,PCEMP,,true,,,,
3550-PEMP,27079,protoform-3550-PEMP,,PEMP,,true,,,,
3550-POC,27079,protoform-3550-POC,,POC,,true,,,,
3517,27047,protoform-3517,1,PWMP,,false,,,,
11608,33116,protoform-11608,1,PPh,,false,,,,
3558,27087,protoform-3558,1,PWMP,,false,,,,
11449,32970,protoform-11449,1,PPh,,false,,,,
6585,29912,protoform-6585,1,PAN,,false,,,,
12917,34062,protoform-12917,1,PPh,,false,,,,
11450,32971,protoform-11450,1,PPh,,false,,,,
11274,32822,protoform-11274,1,PPh,,false,,,,
11610,33118,protoform-11610,1,PPh,,false,,,,
11451,32972,protoform-11451,1,PPh,,false,,,,
11549,33060,protoform-11549,1,PPh,,false,,,,
3518,27048,protoform-3518,1,PAN,,false,,,,
3518-PMP,27048,protoform-3518-PMP,,PMP,,true,,,,
3518-PWMP,27048,protoform-3518-PWMP,,PWMP,,true,,,,
3518-PCEMP,27048,protoform-3518-PCEMP,,PCEMP,,true,,,,
3518-PCMP,27048,protoform-3518-PCMP,,PCMP,,true,,,,
11725,33218,protoform-11725,1,POC,,false,,,,
3519,27049,protoform-3519,1,PWMP,,false,,,,
3559,27088,protoform-3559,1,PWMP,,false,,,,
3520,27050,protoform-3520,1,PMP,,false,,,,
3520-PWMP,27050,protoform-3520-PWMP,,PWMP,,true,,,,
3520-PCEMP,27050,protoform-3520-PCEMP,,PCEMP,,true,,,,
3520-PCMP,27050,protoform-3520-PCMP,,PCMP,,true,,,,
12810,33970,protoform-12810,1,PPh,,false,,,,
11588,33097,protoform-11588,1,PWMP,,false,,,,
7542,30410,protoform-7542,1,PAN,,false,,,,
7542-PMP,30410,protoform-7542-PMP,,PMP,,true,,,,
7542-PWMP,30410,protoform-7542-PWMP,,PWMP,,true,,,,
7542-PCEMP,30410,protoform-7542-PCEMP,,PCEMP,,true,,,,
7542-PCMP,30410,protoform-7542-PCMP,,PCMP,,true,,,,
7543,30411,protoform-7543,1,PAN,,false,,,,
7544,30411,protoform-7544,1,PMP,,false,,,,
7562,30411,protoform-7562,2,PWMP,,false,,,,
7544-PWMP,30411,protoform-7544-PWMP,,PWMP,,true,,,,
7544-PCEMP,30411,protoform-7544-PCEMP,,PCEMP,,true,,,,
7544-PCMP,30411,protoform-7544-PCMP,,PCMP,,true,,,,
7544-PEMP,30411,protoform-7544-PEMP,,PEMP,,true,,,,
7544-POC,30411,protoform-7544-POC,,POC,,true,,,,
6733,30035,protoform-6733,1,POC,,false,,,,
11452,32973,protoform-11452,1,PPh,,false,,,,
11550,33061,protoform-11550,1,PPh,,false,,,,
11551,33061,protoform-11551,2,PPh,,false,,,,
3522,27052,protoform-3522,1,PMP,,false,,,,
3522-PWMP,27052,protoform-3522-PWMP,,PWMP,,true,,,,
3522-PCEMP,27052,protoform-3522-PCEMP,,PCEMP,,true,,,,
3522-PEMP,27052,protoform-3522-PEMP,,PEMP,,true,,,,
3522-POC,27052,protoform-3522-POC,,POC,,true,,,,
11761,33244,protoform-11761,1,PWMP,,false,,,,
11552,33062,protoform-11552,1,PWMP,,false,,,,
3523,27053,protoform-3523,1,PMP,,false,,,,
3523-PWMP,27053,protoform-3523-PWMP,,PWMP,,true,,,,
3523-PCEMP,27053,protoform-3523-PCEMP,,PCEMP,,true,,,,
3523-PCMP,27053,protoform-3523-PCMP,,PCMP,,true,,,,
11560,33070,protoform-11560,1,PMP,,false,,,,
11560-PWMP,33070,protoform-11560-PWMP,,PWMP,,true,,,,
11560-PCEMP,33070,protoform-11560-PCEMP,,PCEMP,,true,,,,
11560-PCMP,33070,protoform-11560-PCMP,,PCMP,,true,,,,
11561,33071,protoform-11561,1,PMP,,false,,,,
11561-PWMP,33071,protoform-11561-PWMP,,PWMP,,true,,,,
11561-PCEMP,33071,protoform-11561-PCEMP,,PCEMP,,true,,,,
11561-PCMP,33071,protoform-11561-PCMP,,PCMP,,true,,,,
11518,33029,protoform-11518,1,PWMP,,false,,*lumuk,,3525
3527,27056,protoform-3527,1,PMP,,false,,,,
3527-PWMP,27056,protoform-3527-PWMP,,PWMP,,true,,,,
3527-PCEMP,27056,protoform-3527-PCEMP,,PCEMP,,true,,,,
3527-PCMP,27056,protoform-3527-PCMP,,PCMP,,true,,,,
3526,27055,protoform-3526,1,PMP,,false,*lumeŋ,,3527,
3526-PWMP,27055,protoform-3526-PWMP,,PWMP,,true,,,,
3526-PCEMP,27055,protoform-3526-PCEMP,,PCEMP,,true,,,,
3526-PCMP,27055,protoform-3526-PCMP,,PCMP,,true,,,,
3528,27057,protoform-3528,1,PMP,,false,,"*lumiC, *lumit, *rumiC, *rumit",,
3528-PWMP,27057,protoform-3528-PWMP,,PWMP,,true,,,,
3528-PCEMP,27057,protoform-3528-PCEMP,,PCEMP,,true,,,,
3528-PEMP,27057,protoform-3528-PEMP,,PEMP,,true,,,,
3528-POC,27057,protoform-3528-POC,,POC,,true,,,,
3529,27058,protoform-3529,1,PWMP,,false,,,,
11454,32975,protoform-11454,1,PWMP,,false,,,,
11504,33017,protoform-11504,1,PMP,,false,*lumpuŋ,,11505,
11504-PWMP,33017,protoform-11504-PWMP,,PWMP,,true,,,,
11504-PCEMP,33017,protoform-11504-PCEMP,,PCEMP,,true,,,,
11504-PCMP,33017,protoform-11504-PCMP,,PCMP,,true,,,,
11505,33018,protoform-11505,1,PWMP,,false,*lumpuk,,11504,
11485,33000,protoform-11485,1,PWMP,,false,,,,
6616,29936,protoform-6616,1,POC,,false,,,,
3530,27059,protoform-3530,1,PMP,,false,,,,
6432,27059,protoform-6432,2,PMP,,false,,,,
3530-PWMP,27059,protoform-3530-PWMP,,PWMP,,true,,,,
3530-PCEMP,27059,protoform-3530-PCEMP,,PCEMP,,true,,,,
3530-PCMP,27059,protoform-3530-PCMP,,PCMP,,true,,,,
3530-PEMP,27059,protoform-3530-PEMP,,PEMP,,true,,,,
3530-POC,27059,protoform-3530-POC,,POC,,true,,,,
6432-PWMP,27059,protoform-6432-PWMP,,PWMP,,true,,,,
6432-PCEMP,27059,protoform-6432-PCEMP,,PCEMP,,true,,,,
6432-PEMP,27059,protoform-6432-PEMP,,PEMP,,true,,,,
6432-POC,27059,protoform-6432-POC,,POC,,true,,,,
3525,27054,protoform-3525,1,PMP,,false,,*lumek,,11518
3525-PWMP,27054,protoform-3525-PWMP,,PWMP,,true,,,,
3525-PCEMP,27054,protoform-3525-PCEMP,,PCEMP,,true,,,,
3525-PEMP,27054,protoform-3525-PEMP,,PEMP,,true,,,,
3525-POC,27054,protoform-3525-POC,,POC,,true,,,,
12388,33645,protoform-12388,1,PPh,,false,,,,
7757,30519,protoform-7757,1,PMP,,false,*limut,,8146,
7758,30519,protoform-7758,2,PWMP,,false,,,,
7759,30519,protoform-7759,3,PMP,,false,,,,
7760,30519,protoform-7760,4,PWMP,,false,,,,
7761,30519,protoform-7761,5,PMP,,false,,,,
7757-PWMP,30519,protoform-7757-PWMP,,PWMP,,true,,,,
7757-PCEMP,30519,protoform-7757-PCEMP,,PCEMP,,true,,,,
7757-PCMP,30519,protoform-7757-PCMP,,PCMP,,true,,,,
7757-PEMP,30519,protoform-7757-PEMP,,PEMP,,true,,,,
7757-PSHWNG,30519,protoform-7757-PSHWNG,,PSHWNG,,true,,,,
7757-POC,30519,protoform-7757-POC,,POC,,true,,,,
7759-PWMP,30519,protoform-7759-PWMP,,PWMP,,true,,,,
7759-PCEMP,30519,protoform-7759-PCEMP,,PCEMP,,true,,,,
7759-PEMP,30519,protoform-7759-PEMP,,PEMP,,true,,,,
7759-POC,30519,protoform-7759-POC,,POC,,true,,,,
7761-PWMP,30519,protoform-7761-PWMP,,PWMP,,true,,,,
7761-PCEMP,30519,protoform-7761-PCEMP,,PCEMP,,true,,,,
7761-PCMP,30519,protoform-7761-PCMP,,PCMP,,true,,,,
7761-PEMP,30519,protoform-7761-PEMP,,PEMP,,true,,,,
7761-POC,30519,protoform-7761-POC,,POC,,true,,,,
11453,32974,protoform-11453,1,PPh,,false,,,,
11160,32727,protoform-11160,1,PPh,,false,,,,
11762,33245,protoform-11762,1,PWMP,,false,,,,
3532,27061,protoform-3532,1,PWMP,,false,,*luñaw,,11764
11553,33063,protoform-11553,1,PPh,,false,,,,
8369,30734,protoform-8369,1,PWMP,,false,,,,
7477,30388,protoform-7477,1,PWMP,,false,,,,
11428,32954,protoform-11428,1,PPh,,false,,,,
11429,32955,protoform-11429,1,PPh,,false,,,,
11430,32955,protoform-11430,2,PPh,,false,,,,
11486,33001,protoform-11486,1,PWMP,,false,,,,
11649,33153,protoform-11649,1,PPh,,false,,,,
7740,30511,protoform-7740,1,PCMP,,false,,,,
11554,33064,protoform-11554,1,PPh,,false,,,,
11431,32956,protoform-11431,1,PPh,,false,,,,
11432,32956,protoform-11432,2,PPh,,false,,,,
11611,33119,protoform-11611,1,PPh,,false,,,,
11433,32957,protoform-11433,1,PPh,,false,,,,
11763,33246,protoform-11763,1,PWMP,,false,,*runzag,,
11953,33350,protoform-11953,1,PAN,,false,,,,
11764,33247,protoform-11764,1,PWMP,,false,,,,
11434,32958,protoform-11434,1,PPh,,false,,,,
6831,30103,protoform-6831,1,POC,,false,,,,
11555,33065,protoform-11555,1,PPh,,false,,,,
11636,33142,protoform-11636,1,PWMP,,false,,,,
11487,33002,protoform-11487,1,PMP,,false,,,,
11487-PWMP,33002,protoform-11487-PWMP,,PWMP,,true,,,,
11487-PCEMP,33002,protoform-11487-PCEMP,,PCEMP,,true,,,,
11487-PCMP,33002,protoform-11487-PCMP,,PCMP,,true,,,,
3552,27081,protoform-3552,1,PWMP,,false,,,,
7229,30294,protoform-7229,1,PAN,,false,,,,
8471,30767,protoform-8471,1,POC,,false,,,,
11506,33019,protoform-11506,1,PPh,,false,,,,
3533,27062,protoform-3533,1,PAN,,false,,,,
3533-PMP,27062,protoform-3533-PMP,,PMP,,true,,,,
3533-PWMP,27062,protoform-3533-PWMP,,PWMP,,true,,,,
11455,32976,protoform-11455,1,PPh,,false,,,,
11712,33208,protoform-11712,1,PPh,,false,,,,
3534,27063,protoform-3534,1,PWMP,,false,*Sipi,,5300,
3553,27082,protoform-3553,1,PWMP,,false,,*lupiq,,9413
11986,33380,protoform-11986,1,PPh,,false,,,,
11456,32977,protoform-11456,1,PPh,,false,,,,
9413,31335,protoform-9413,1,PWMP,,false,,*lu(m)pi,,3553
8862,30968,protoform-8862,1,PWMP,,false,,,,
11713,33209,protoform-11713,1,PPh,,false,,,,
3535,27064,protoform-3535,1,PWMP,,false,,,,
11765,33248,protoform-11765,1,PWMP,,false,"*luqar, *luqaR",,8167 8166,
8167,30652,protoform-8167,1,PMP,,false,*luas,*luqaR,,8166
8167-PWMP,30652,protoform-8167-PWMP,,PWMP,,true,,,,
8167-PCEMP,30652,protoform-8167-PCEMP,,PCEMP,,true,,,,
8167-PCMP,30652,protoform-8167-PCMP,,PCMP,,true,,,,
8166,30651,protoform-8166,1,PMP,,false,*luas,*luqar,,8167
8166-PWMP,30651,protoform-8166-PWMP,,PWMP,,true,,,,
8166-PCEMP,30651,protoform-8166-PCEMP,,PCEMP,,true,,,,
8166-PCMP,30651,protoform-8166-PCMP,,PCMP,,true,,,,
8166-PEMP,30651,protoform-8166-PEMP,,PEMP,,true,,,,
8166-POC,30651,protoform-8166-POC,,POC,,true,,,,
11609,33117,protoform-11609,1,PPh,,false,,,,
11503,33016,protoform-11503,1,PMP,,false,,,,
11503-PWMP,33016,protoform-11503-PWMP,,PWMP,,true,,,,
11503-PCEMP,33016,protoform-11503-PCEMP,,PCEMP,,true,,,,
11503-PEMP,33016,protoform-11503-PEMP,,PEMP,,true,,,,
11503-POC,33016,protoform-11503-POC,,POC,,true,,,,
11436,32960,protoform-11436,1,PPh,,false,,,,
11507,33020,protoform-11507,1,PMP,,false,,,,
11563,33020,protoform-11563,1,POC,,false,,,,
11507-PWMP,33020,protoform-11507-PWMP,,PWMP,,true,,,,
11507-PCEMP,33020,protoform-11507-PCEMP,,PCEMP,,true,,,,
11507-PEMP,33020,protoform-11507-PEMP,,PEMP,,true,,,,
3556,27085,protoform-3556,1,PWMP,,false,,,,
11437,32961,protoform-11437,1,PPh,,false,,,,
3536,27065,protoform-3536,1,PWMP,,false,,,,
3537,27066,protoform-3537,1,PWMP,,false,,,,
3538,27067,protoform-3538,1,PMP,,false,,,,
3538-PWMP,27067,protoform-3538-PWMP,,PWMP,,true,,,,
3538-PCEMP,27067,protoform-3538-PCEMP,,PCEMP,,true,,,,
3538-PCMP,27067,protoform-3538-PCMP,,PCMP,,true,,,,
8307,30720,protoform-8307,1,POC,,false,,,,
11793,33269,protoform-11793,1,PPh,,false,,,,
12918,34063,protoform-12918,1,PPh,,false,,,,
11438,32962,protoform-11438,1,PPh,,false,,,,
11439,32962,protoform-11439,2,PPh,,false,,,,
10990,32602,protoform-10990,1,PMP,,false,,,,
11674,32602,protoform-11674,2,POC,,false,,,,
10990-PWMP,32602,protoform-10990-PWMP,,PWMP,,true,,,,
11766,33249,protoform-11766,1,PMP,,false,*lesuŋ,,11480,
11766-PWMP,33249,protoform-11766-PWMP,,PWMP,,true,,,,
11766-PCEMP,33249,protoform-11766-PCEMP,,PCEMP,,true,,,,
11766-PEMP,33249,protoform-11766-PEMP,,PEMP,,true,,,,
11766-PSHWNG,33249,protoform-11766-PSHWNG,,PSHWNG,,true,,,,
9395,31321,protoform-9395,1,PWMP,,false,,*lu(n)cuR,,3554
11440,32963,protoform-11440,1,PPh,,false,,,,
7667,30472,protoform-7667,1,PAN,,false,,,,
7668,30472,protoform-7668,1,PMP,,false,,,,
7669,30472,protoform-7669,2,PAN,,false,,,,
7670,30472,protoform-7670,2,PMP,,false,,,,
7671,30472,protoform-7671,3,PPh,,false,,,,
7672,30472,protoform-7672,4,PPh,,false,,,,
7668-PWMP,30472,protoform-7668-PWMP,,PWMP,,true,,,,
7668-PCEMP,30472,protoform-7668-PCEMP,,PCEMP,,true,,,,
7668-PCMP,30472,protoform-7668-PCMP,,PCMP,,true,,,,
7670-PWMP,30472,protoform-7670-PWMP,,PWMP,,true,,,,
11441,32964,protoform-11441,1,PPh,,false,,,,
3540,27069,protoform-3540,1,PWMP,,false,,,,
3541,27070,protoform-3541,1,PWMP,,false,,,,
11442,32965,protoform-11442,1,PPh,,false,*lutak,,3540,
11820,33291,protoform-11820,1,PWMP,,false,,,,
11589,33098,protoform-11589,1,PAN,,false,*lutuy,,11592,
11589-PMP,33098,protoform-11589-PMP,,PMP,,true,,,,
11589-PWMP,33098,protoform-11589-PWMP,,PWMP,,true,,,,
11590,33099,protoform-11590,1,PPh,,false,*lutak,,3540,
6586,29913,protoform-6586,1,PAN,,false,,,,
11591,33100,protoform-11591,1,PWMP,,false,,,,
6832,30104,protoform-6832,1,PWMP,,false,,,,
6833,30104,protoform-6833,2,PWMP,,false,,,,
11592,33101,protoform-11592,1,PPh,,false,*lutay,,11589,
3544,27073,protoform-3544,1,PWMP,,false,,,,
3545,27074,protoform-3545,1,PWMP,,false,,,,
11714,33210,protoform-11714,1,PPh,,false,,,,
3543,27072,protoform-3543,1,PWMP,,false,,,,
11488,33003,protoform-11488,1,PWMP,,false,,,,
3546,27075,protoform-3546,1,PWMP,,false,,*luyak,,3543
11443,32966,protoform-11443,1,PPh,,false,,,,
3548,27077,protoform-3548,1,PWMP,,false,,,,
3549,27078,protoform-3549,1,PWMP,,false,,,,
3547,27076,protoform-3547,1,PWMP,,false,,,,
7994,30593,protoform-7994,1,PWMP,,false,"*dulaq, *ludaq, *zulaq",,7992 7993 7995,
8752,30911,protoform-8752,1,PAN,,false,,,,
8752-PMP,30911,protoform-8752-PMP,,PMP,,true,,,,
8752-PWMP,30911,protoform-8752-PWMP,,PWMP,,true,,,,
8752-PCEMP,30911,protoform-8752-PCEMP,,PCEMP,,true,,,,
8752-PCMP,30911,protoform-8752-PCMP,,PCMP,,true,,,,
8752-PEMP,30911,protoform-8752-PEMP,,PEMP,,true,,,,
8752-PSHWNG,30911,protoform-8752-PSHWNG,,PSHWNG,,true,,,,
8752-POC,30911,protoform-8752-POC,,POC,,true,,,,
8753,30912,protoform-8753,1,PAN,,false,,,,
8601,30830,protoform-8601,1,PAN,,false,,,,
8602,30830,protoform-8602,1,PMP,,false,,,,
8603,30830,protoform-8603,2,PMP,,false,,,,
8604,30830,protoform-8604,3,PPh,,false,,,,
8605,30830,protoform-8605,4,PWMP,,false,,,,
8606,30830,protoform-8606,5,PAN,,false,,,,
8607,30830,protoform-8607,5,PMP,,false,,,,
8608,30830,protoform-8608,6,PPh,,false,,,,
8609,30830,protoform-8609,7,PPh,,false,,,,
8610,30830,protoform-8610,8,POC,,false,,,,
8611,30830,protoform-8611,9,POC,,false,,,,
8612,30830,protoform-8612,10,POC,Thanks to Keane Domenguez for drawing my attention to the meaning ‘small-meshed’ in association with [Hawaiian](LanguageTable#cldf:620) _makaliʔi_.,false,,,,
8613,30830,protoform-8613,11,PMP,,false,,,,
8614,30830,protoform-8614,12,PAN,,false,,,,
8615,30830,protoform-8615,12,PMP,"The agreement of [Cebuano](LanguageTable#cldf:252) and [Buginese](LanguageTable#cldf:239) in containing a reduplicated for of [PMP](LanguageTable#cldf:PMP) &ast;_tau_ ‘person, human being’ may indicate an alternative construction &ast;_tau tau nu mata_, in which the reduplication of &ast;_tau_ marks simulative, since the ‘person’ in the eye is an image, not a literal being.",false,,,,
8616,30830,protoform-8616,13,PMP,,false,,,,
8617,30830,protoform-8617,14,PMP,,false,,,,
8618,30830,protoform-8618,14,POC,"This complex term clearly referred to the direction of the wind (in sailing).  In [Proto-Polynesian](LanguageTable#cldf:19084) the original morpheme boundary was lost and the adjacent low vowels fused into a single short vowel.  The unanalyzable morpheme _mataŋi_ then came to refer to the wind in general (although the reflex in [Rennellese](LanguageTable#cldf:390) retains the original sense in addition to the general sense of ‘wind’).  [Niue](LanguageTable#cldf:362) _mata mataŋi_ appears to be an attempt to restore the original sense of directionality by repeating _mata_ ‘eye’ as an independent morpheme, since the original morphology has been lost, and with it the specifying property of &ast;_mata_.",false,,,,
8619,30830,protoform-8619,15,PMP,,false,,,,
8620,30830,protoform-8620,15,POC,,false,,,,
8621,30830,protoform-8621,16,PMP,,false,,,,
8622,30830,protoform-8622,16,POC,,false,,,,
8623,30830,protoform-8623,17,PMP,,false,,,,
8624,30830,protoform-8624,17,POC,,false,,,,
8625,30830,protoform-8625,18,PWMP,,false,,,,
8626,30830,protoform-8626,19,PWMP,,false,,,,
8627,30830,protoform-8627,20,PWMP,"Also [Cebuano](LanguageTable#cldf:252) _matá sa báliŋ_ ‘mesh of a net’, [Iban](LanguageTable#cldf:276) _mata jala_ ‘meshes added when making a cast-net to increase diameter and produce cone shape’, [Sangir](LanguageTable#cldf:402) _mata-n soma_ ‘mesh of a net’.  The reconstruction with &ast;_puket_ is supported by comparative evidence, but &ast;_mata_ undoubtedly was used with reference to the mesh of nets in general, an association that is also found in languages that belong to other genetic groupings, as Japanese (_ami no me_; net GEN eye), and Hebrew (_ayin ha rέʃεt_).  In some cases it is unclear whether the reference is to the holes in the net or to the knots that give it structure.",false,,,,
8628,30830,protoform-8628,21,PAN,,false,,,,
8629,30830,protoform-8629,22,PMP,Also [Simalur](LanguageTable#cldf:415) _mata-n totuʔ_ ‘nipple of the breast’.,false,,,,
11989,30830,protoform-11989,23,POC,,false,,,,
8630,30830,protoform-8630,24,PMP,,false,,,,
8631,30830,protoform-8631,24,POC,,false,,,,
8632,30830,protoform-8632,25,PMP,,false,,,,
8633,30830,protoform-8633,25,POC,,false,,,,
8634,30830,protoform-8634,26,PWMP,,false,,,,
8635,30830,protoform-8635,27,PMP,"Also [Mailu](LanguageTable#cldf:774) _mata-mata_ ‘to appear’, presumably a loan from a still unidentified Austronesian source.",false,,,,
11950,30830,protoform-11950,28,PMP,,false,,,,
11951,30830,protoform-11951,29,POC,,false,,,,
8602-PWMP,30830,protoform-8602-PWMP,,PWMP,,true,,,,
8602-PCEMP,30830,protoform-8602-PCEMP,,PCEMP,,true,,,,
8602-PCMP,30830,protoform-8602-PCMP,,PCMP,,true,,,,
8602-PEMP,30830,protoform-8602-PEMP,,PEMP,,true,,,,
8602-PSHWNG,30830,protoform-8602-PSHWNG,,PSHWNG,,true,,,,
8602-POC,30830,protoform-8602-POC,,POC,,true,,,,
8603-PWMP,30830,protoform-8603-PWMP,,PWMP,,true,,,,
8603-PCEMP,30830,protoform-8603-PCEMP,,PCEMP,,true,,,,
8603-PCMP,30830,protoform-8603-PCMP,,PCMP,,true,,,,
8607-PWMP,30830,protoform-8607-PWMP,,PWMP,,true,,,,
8613-PWMP,30830,protoform-8613-PWMP,,PWMP,,true,,,,
8613-PCEMP,30830,protoform-8613-PCEMP,,PCEMP,,true,,,,
8613-PCMP,30830,protoform-8613-PCMP,,PCMP,,true,,,,
8615-PWMP,30830,protoform-8615-PWMP,,PWMP,,true,,,,
8616-PWMP,30830,protoform-8616-PWMP,,PWMP,,true,,,,
8616-PCEMP,30830,protoform-8616-PCEMP,,PCEMP,,true,,,,
8616-PCMP,30830,protoform-8616-PCMP,,PCMP,,true,,,,
8616-PEMP,30830,protoform-8616-PEMP,,PEMP,,true,,,,
8616-POC,30830,protoform-8616-POC,,POC,,true,,,,
8617-PWMP,30830,protoform-8617-PWMP,,PWMP,,true,,,,
8617-PCEMP,30830,protoform-8617-PCEMP,,PCEMP,,true,,,,
8617-PEMP,30830,protoform-8617-PEMP,,PEMP,,true,,,,
8619-PWMP,30830,protoform-8619-PWMP,,PWMP,,true,,,,
8619-PCEMP,30830,protoform-8619-PCEMP,,PCEMP,,true,,,,
8619-PCMP,30830,protoform-8619-PCMP,,PCMP,,true,,,,
8619-PEMP,30830,protoform-8619-PEMP,,PEMP,,true,,,,
8621-PWMP,30830,protoform-8621-PWMP,,PWMP,,true,,,,
8621-PCEMP,30830,protoform-8621-PCEMP,,PCEMP,,true,,,,
8621-PCMP,30830,protoform-8621-PCMP,,PCMP,,true,,,,
8621-PEMP,30830,protoform-8621-PEMP,,PEMP,,true,,,,
8623-PWMP,30830,protoform-8623-PWMP,,PWMP,,true,,,,
8623-PCEMP,30830,protoform-8623-PCEMP,,PCEMP,,true,,,,
8623-PEMP,30830,protoform-8623-PEMP,,PEMP,,true,,,,
8628-PMP,30830,protoform-8628-PMP,,PMP,,true,,,,
8628-PWMP,30830,protoform-8628-PWMP,,PWMP,,true,,,,
8628-PCEMP,30830,protoform-8628-PCEMP,,PCEMP,,true,,,,
8628-PCMP,30830,protoform-8628-PCMP,,PCMP,,true,,,,
8628-PEMP,30830,protoform-8628-PEMP,,PEMP,,true,,,,
8628-POC,30830,protoform-8628-POC,,POC,,true,,,,
8629-PWMP,30830,protoform-8629-PWMP,,PWMP,,true,,,,
8629-PCEMP,30830,protoform-8629-PCEMP,,PCEMP,,true,,,,
8629-PCMP,30830,protoform-8629-PCMP,,PCMP,,true,,,,
8630-PWMP,30830,protoform-8630-PWMP,,PWMP,,true,,,,
8630-PCEMP,30830,protoform-8630-PCEMP,,PCEMP,,true,,,,
8630-PCMP,30830,protoform-8630-PCMP,,PCMP,,true,,,,
8630-PEMP,30830,protoform-8630-PEMP,,PEMP,,true,,,,
8632-PWMP,30830,protoform-8632-PWMP,,PWMP,,true,,,,
8632-PCEMP,30830,protoform-8632-PCEMP,,PCEMP,,true,,,,
8632-PCMP,30830,protoform-8632-PCMP,,PCMP,,true,,,,
8632-PEMP,30830,protoform-8632-PEMP,,PEMP,,true,,,,
8635-PWMP,30830,protoform-8635-PWMP,,PWMP,,true,,,,
8635-PCEMP,30830,protoform-8635-PCEMP,,PCEMP,,true,,,,
8635-PCMP,30830,protoform-8635-PCMP,,PCMP,,true,,,,
8635-PEMP,30830,protoform-8635-PEMP,,PEMP,,true,,,,
8635-POC,30830,protoform-8635-POC,,POC,,true,,,,
11950-PWMP,30830,protoform-11950-PWMP,,PWMP,,true,,,,
11871,33335,protoform-11871,1,PWMP,,false,,,,
6860,30127,protoform-6860,1,PCEMP,,false,,,,
12532,30127,protoform-12532,1,POC,,false,,,,
6860-PCMP,30127,protoform-6860-PCMP,,PCMP,,true,,,,
6860-PEMP,30127,protoform-6860-PEMP,,PEMP,,true,,,,
6860-PSHWNG,30127,protoform-6860-PSHWNG,,PSHWNG,,true,,,,
5970,28747,protoform-5970,1,POC,,false,,,,
11857,33319,protoform-11857,1,POC,,false,,,,
3574,27104,protoform-3574,1,PMP,,false,"*maS, *a₂",,3572 379,
3574-PWMP,27104,protoform-3574-PWMP,,PWMP,,true,,,,
3574-PCEMP,27104,protoform-3574-PCEMP,,PCEMP,,true,,,,
3574-PEMP,27104,protoform-3574-PEMP,,PEMP,,true,,,,
3574-POC,27104,protoform-3574-POC,,POC,,true,,,,
3560,27091,protoform-3560,1,PWMP,,false,,,,
4570,27805,protoform-4570,1,PMP,,false,,,,
10962,27805,protoform-10962,1,PCEMP,,false,,,,
8371,27805,protoform-8371,1,POC,,false,,,,
4571,27805,protoform-4571,2,PCEMP,,false,,,,
4570-PWMP,27805,protoform-4570-PWMP,,PWMP,,true,,,,
10962-PCMP,27805,protoform-10962-PCMP,,PCMP,,true,,,,
10962-PEMP,27805,protoform-10962-PEMP,,PEMP,,true,,,,
4571-PCMP,27805,protoform-4571-PCMP,,PCMP,,true,,,,
4571-PEMP,27805,protoform-4571-PEMP,,PEMP,,true,,,,
4571-POC,27805,protoform-4571-POC,,POC,,true,,,,
7549,30416,protoform-7549,1,PMP,,false,,,,
7550,30416,protoform-7550,2,PMP,,false,,,,
7549-PWMP,30416,protoform-7549-PWMP,,PWMP,,true,,,,
7549-PCEMP,30416,protoform-7549-PCEMP,,PCEMP,,true,,,,
7549-PCMP,30416,protoform-7549-PCMP,,PCMP,,true,,,,
7549-PEMP,30416,protoform-7549-PEMP,,PEMP,,true,,,,
7549-POC,30416,protoform-7549-POC,,POC,,true,,,,
7550-PWMP,30416,protoform-7550-PWMP,,PWMP,,true,,,,
7550-PCEMP,30416,protoform-7550-PCEMP,,PCEMP,,true,,,,
7550-PEMP,30416,protoform-7550-PEMP,,PEMP,,true,,,,
7550-POC,30416,protoform-7550-POC,,POC,,true,,,,
5863,28679,protoform-5863,1,PWMP,,false,,,,
12598,33805,protoform-12598,1,POC,,false,,,,
3562,27093,protoform-3562,1,PWMP,,false,*lakaw,,7859,
12819,33977,protoform-12819,1,PMP,,false,,,,
12819-PWMP,33977,protoform-12819-PWMP,,PWMP,,true,,,,
12819-PCEMP,33977,protoform-12819-PCEMP,,PCEMP,,true,,,,
12819-PCMP,33977,protoform-12819-PCMP,,PCMP,,true,,,,
12495,33739,protoform-12495,1,PPh,,false,,,,
