ID,Cognateset_ID,Form_ID,Subset,Proto_Language,Comment,Inferred,Doublet_Comment,Disjunct_Comment,Doublets,Disjuncts
12090,30530,protoform-12090,1,POC,,false,,,,
7793-PWMP,30530,protoform-7793-PWMP,,PWMP,,true,,,,
7793-PCEMP,30530,protoform-7793-PCEMP,,PCEMP,,true,,,,
7793-PCMP,30530,protoform-7793-PCMP,,PCMP,,true,,,,
7793-PEMP,30530,protoform-7793-PEMP,,PEMP,,true,,,,
7793-PSHWNG,30530,protoform-7793-PSHWNG,,PSHWNG,,true,,,,
130,24806,protoform-130,1,PWMP,,false,*lamak,*hamak,3340,2560
12202,33481,protoform-12202,1,PPh,,false,,,,
152,24810,protoform-152,1,PWMP,,false,,,,
131,24807,protoform-131,1,PWMP,,false,,,,
132,24807,protoform-132,2,PWMP,,false,,,,
133,24808,protoform-133,1,PWMP,,false,,,,
11861,33323,protoform-11861,1,PWMP,,false,,,,
10288,32054,protoform-10288,1,POC,,false,,*kamatu,,10289
134,24809,protoform-134,1,PAN,,false,,,,
135,24809,protoform-135,2,PAN,,false,,,,
136,24809,protoform-136,3,PAN,,false,,,,
137,24809,protoform-137,4,PAN,,false,,,,
138,24809,protoform-138,5,PAN,,false,,,,
139,24809,protoform-139,5,PMP,,false,,,,
140,24809,protoform-140,6,PWMP,,false,,,,
141,24809,protoform-141,7,PWMP,,false,,,,
142,24809,protoform-142,8,PMP,,false,,,,
143,24809,protoform-143,9,PWMP,,false,,,,
144,24809,protoform-144,10,PWMP,,false,,,,
145,24809,protoform-145,11,POC,,false,,,,
146,24809,protoform-146,12,PWMP,,false,,,,
147,24809,protoform-147,13,PWMP,,false,,,,
148,24809,protoform-148,14,PMP,,false,,,,
149,24809,protoform-149,15,PMP,,false,,,,
150,24809,protoform-150,16,PMP,,false,,,,
151,24809,protoform-151,17,PWMP,,false,,,,
134-PMP,24809,protoform-134-PMP,,PMP,,true,,,,
134-PWMP,24809,protoform-134-PWMP,,PWMP,,true,,,,
134-PCEMP,24809,protoform-134-PCEMP,,PCEMP,,true,,,,
134-PCMP,24809,protoform-134-PCMP,,PCMP,,true,,,,
134-PEMP,24809,protoform-134-PEMP,,PEMP,,true,,,,
134-POC,24809,protoform-134-POC,,POC,,true,,,,
135-PMP,24809,protoform-135-PMP,,PMP,,true,,,,
135-PWMP,24809,protoform-135-PWMP,,PWMP,,true,,,,
136-PMP,24809,protoform-136-PMP,,PMP,,true,,,,
136-PWMP,24809,protoform-136-PWMP,,PWMP,,true,,,,
137-PMP,24809,protoform-137-PMP,,PMP,,true,,,,
137-PWMP,24809,protoform-137-PWMP,,PWMP,,true,,,,
139-PWMP,24809,protoform-139-PWMP,,PWMP,,true,,,,
139-PCEMP,24809,protoform-139-PCEMP,,PCEMP,,true,,,,
139-PEMP,24809,protoform-139-PEMP,,PEMP,,true,,,,
139-PSHWNG,24809,protoform-139-PSHWNG,,PSHWNG,,true,,,,
139-POC,24809,protoform-139-POC,,POC,,true,,,,
142-PWMP,24809,protoform-142-PWMP,,PWMP,,true,,,,
142-PCEMP,24809,protoform-142-PCEMP,,PCEMP,,true,,,,
142-PEMP,24809,protoform-142-PEMP,,PEMP,,true,,,,
142-POC,24809,protoform-142-POC,,POC,,true,,,,
148-PWMP,24809,protoform-148-PWMP,,PWMP,,true,,,,
148-PCEMP,24809,protoform-148-PCEMP,,PCEMP,,true,,,,
148-PCMP,24809,protoform-148-PCMP,,PCMP,,true,,,,
149-PWMP,24809,protoform-149-PWMP,,PWMP,,true,,,,
149-PCEMP,24809,protoform-149-PCEMP,,PCEMP,,true,,,,
149-PCMP,24809,protoform-149-PCMP,,PCMP,,true,,,,
150-PWMP,24809,protoform-150-PWMP,,PWMP,,true,,,,
150-PCEMP,24809,protoform-150-PCEMP,,PCEMP,,true,,,,
150-PCMP,24809,protoform-150-PCMP,,PCMP,,true,,,,
153,24811,protoform-153,1,PMP,,false,,,,
153-PWMP,24811,protoform-153-PWMP,,PWMP,,true,,,,
153-PCEMP,24811,protoform-153-PCEMP,,PCEMP,,true,,,,
153-PCMP,24811,protoform-153-PCMP,,PCMP,,true,,,,
11833,33298,protoform-11833,1,PWMP,,false,,,,
154,24812,protoform-154,1,PWMP,,false,,,,
155,24813,protoform-155,1,PWMP,,false,*ambet,,156,
156,24814,protoform-156,1,PWMP,,false,*amben,,155,
157,24815,protoform-157,1,PWMP,,false,"*surambiq, *surambi",,8182 8181,
158,24816,protoform-158,1,PMP,,false,,,,
159,24816,protoform-159,1,POC,,false,,,,
160,24816,protoform-160,2,PWMP,,false,,,,
161,24816,protoform-161,3,PWMP,,false,,,,
158-PWMP,24816,protoform-158-PWMP,,PWMP,,true,,,,
158-PCEMP,24816,protoform-158-PCEMP,,PCEMP,,true,,,,
158-PCMP,24816,protoform-158-PCMP,,PCMP,,true,,,,
158-PEMP,24816,protoform-158-PEMP,,PEMP,,true,,,,
162,24817,protoform-162,1,PWMP,,false,"*embun, *hapun",,,
164,24819,protoform-164,1,PWMP,,false,*hambúg,,2564,
163,24818,protoform-163,1,PWMP,,false,,*abaw,,7
7962,30579,protoform-7962,1,PAN,,false,,,,
12091,30579,protoform-12091,2,PAN,,false,,,,
7962-PMP,30579,protoform-7962-PMP,,PMP,,true,,,,
7962-PWMP,30579,protoform-7962-PWMP,,PWMP,,true,,,,
12091-PMP,30579,protoform-12091-PMP,,PMP,,true,,,,
12091-PWMP,30579,protoform-12091-PWMP,,PWMP,,true,,,,
7963,30580,protoform-7963,1,PWMP,,false,*amen,,7962,
9702,31574,protoform-9702,1,PAN,,false,,,,
9703,31574,protoform-9703,2,PAN,,false,,,,
9704,31574,protoform-9704,3,PMP,,false,,,,
12092,31574,protoform-12092,3,POC,,false,,,,
9705,31574,protoform-9705,4,PAN,,false,,,,
9706,31574,protoform-9706,5,PMP,,false,,,,
9707,31574,protoform-9707,6,PAN,,false,,,,
9702-PMP,31574,protoform-9702-PMP,,PMP,,true,,,,
9702-PWMP,31574,protoform-9702-PWMP,,PWMP,,true,,,,
9702-PCEMP,31574,protoform-9702-PCEMP,,PCEMP,,true,,,,
9702-PCMP,31574,protoform-9702-PCMP,,PCMP,,true,,,,
9702-PEMP,31574,protoform-9702-PEMP,,PEMP,,true,,,,
9702-PSHWNG,31574,protoform-9702-PSHWNG,,PSHWNG,,true,,,,
9702-POC,31574,protoform-9702-POC,,POC,,true,,,,
9703-PMP,31574,protoform-9703-PMP,,PMP,,true,,,,
9703-PWMP,31574,protoform-9703-PWMP,,PWMP,,true,,,,
9703-PCEMP,31574,protoform-9703-PCEMP,,PCEMP,,true,,,,
9703-PCMP,31574,protoform-9703-PCMP,,PCMP,,true,,,,
9704-PWMP,31574,protoform-9704-PWMP,,PWMP,,true,,,,
9704-PCEMP,31574,protoform-9704-PCEMP,,PCEMP,,true,,,,
9704-PEMP,31574,protoform-9704-PEMP,,PEMP,,true,,,,
9705-PMP,31574,protoform-9705-PMP,,PMP,,true,,,,
9705-PWMP,31574,protoform-9705-PWMP,,PWMP,,true,,,,
9705-PCEMP,31574,protoform-9705-PCEMP,,PCEMP,,true,,,,
9705-PCMP,31574,protoform-9705-PCMP,,PCMP,,true,,,,
9705-PEMP,31574,protoform-9705-PEMP,,PEMP,,true,,,,
9705-PSHWNG,31574,protoform-9705-PSHWNG,,PSHWNG,,true,,,,
9705-POC,31574,protoform-9705-POC,,POC,,true,,,,
9706-PWMP,31574,protoform-9706-PWMP,,PWMP,,true,,,,
9706-PCEMP,31574,protoform-9706-PCEMP,,PCEMP,,true,,,,
9706-PEMP,31574,protoform-9706-PEMP,,PEMP,,true,,,,
9706-POC,31574,protoform-9706-POC,,POC,,true,,,,
9707-PMP,31574,protoform-9707-PMP,,PMP,,true,,,,
9707-PWMP,31574,protoform-9707-PWMP,,PWMP,,true,,,,
9707-PCEMP,31574,protoform-9707-PCEMP,,PCEMP,,true,,,,
9707-PCMP,31574,protoform-9707-PCMP,,PCMP,,true,,,,
9707-PEMP,31574,protoform-9707-PEMP,,PEMP,,true,,,,
9707-PSHWNG,31574,protoform-9707-PSHWNG,,PSHWNG,,true,,,,
165,24820,protoform-165,1,PWMP,,false,,,,
180,24831,protoform-180,1,PAN,,false,,,,
180-PMP,24831,protoform-180-PMP,,PMP,,true,,,,
180-PWMP,24831,protoform-180-PWMP,,PWMP,,true,,,,
166,24821,protoform-166,1,PWMP,,false,,,,
167,24822,protoform-167,1,PMP,,false,,,,
167-PWMP,24822,protoform-167-PWMP,,PWMP,,true,,,,
167-PCEMP,24822,protoform-167-PCEMP,,PCEMP,,true,,,,
167-PCMP,24822,protoform-167-PCMP,,PCMP,,true,,,,
168,24823,protoform-168,1,PWMP,,false,*apiRit,,268,
169,24824,protoform-169,1,PWMP,,false,,,,
170,24825,protoform-170,1,PWMP,,false,,,,
171,24826,protoform-171,1,PWMP,,false,,,,
172,24827,protoform-172,1,PWMP,,false,,,,
174,24829,protoform-174,1,PWMP,,false,,,,
175,24830,protoform-175,1,PMP,,false,,,,
176,24830,protoform-176,2,PWMP,,false,,,,
177,24830,protoform-177,3,PWMP,,false,,,,
178,24830,protoform-178,4,PWMP,,false,,,,
179,24830,protoform-179,5,PWMP,,false,,,,
175-PWMP,24830,protoform-175-PWMP,,PWMP,,true,,,,
175-PCEMP,24830,protoform-175-PCEMP,,PCEMP,,true,,,,
175-PCMP,24830,protoform-175-PCMP,,PCMP,,true,,,,
9708,31575,protoform-9708,1,PAN,,false,,,,
9709,31575,protoform-9709,2,PAN,,false,,,,
9710,31575,protoform-9710,2,PMP,,false,,,,
9711,31575,protoform-9711,3,PAN,,false,,,,
9712,31575,protoform-9712,4,PAN,,false,,,,
9713,31575,protoform-9713,4,PMP,,false,,,,
12625,31575,protoform-12625,4,PCEMP,,false,,,,
9708-PMP,31575,protoform-9708-PMP,,PMP,,true,,,,
9708-PWMP,31575,protoform-9708-PWMP,,PWMP,,true,,,,
9710-PWMP,31575,protoform-9710-PWMP,,PWMP,,true,,,,
9710-PCEMP,31575,protoform-9710-PCEMP,,PCEMP,,true,,,,
9710-PCMP,31575,protoform-9710-PCMP,,PCMP,,true,,,,
9710-PEMP,31575,protoform-9710-PEMP,,PEMP,,true,,,,
9710-PSHWNG,31575,protoform-9710-PSHWNG,,PSHWNG,,true,,,,
9710-POC,31575,protoform-9710-POC,,POC,,true,,,,
9713-PWMP,31575,protoform-9713-PWMP,,PWMP,,true,,,,
12625-PCMP,31575,protoform-12625-PCMP,,PCMP,,true,,,,
12625-PEMP,31575,protoform-12625-PEMP,,PEMP,,true,,,,
12625-POC,31575,protoform-12625-POC,,POC,,true,,,,
12912,34058,protoform-12912,1,PPh,,false,,,,
12355,33614,protoform-12355,1,PPh,,false,,,,
254,24851,protoform-254,1,PAN,,false,,,,
254-PMP,24851,protoform-254-PMP,,PMP,,true,,,,
254-PWMP,24851,protoform-254-PWMP,,PWMP,,true,,,,
254-PCEMP,24851,protoform-254-PCEMP,,PCEMP,,true,,,,
254-PEMP,24851,protoform-254-PEMP,,PEMP,,true,,,,
254-POC,24851,protoform-254-POC,,POC,,true,,,,
12497,33741,protoform-12497,1,POC,,false,,,,
181,24832,protoform-181,1,PWMP,,false,,,,
12483,33728,protoform-12483,1,PPh,,false,,,,
12484,33728,protoform-12484,2,PPh,,false,,,,
182,24833,protoform-182,1,PMP,,false,*adaduq,,70,
182-PWMP,24833,protoform-182-PWMP,,PWMP,,true,,,,
182-PCEMP,24833,protoform-182-PCEMP,,PCEMP,,true,,,,
182-PCMP,24833,protoform-182-PCMP,,PCMP,,true,,,,
11068,32667,protoform-11068,1,PPh,,false,,,,
11069,32668,protoform-11069,1,PPh,,false,,,,
11070,32669,protoform-11070,1,PPh,,false,,,,
238,24837,protoform-238,1,PWMP,,false,,,,
233,24835,protoform-233,1,PWMP,,false,,,,
11071,32670,protoform-11071,1,PPh,,false,,,,
239,24838,protoform-239,1,PWMP,,false,,,,
243,24840,protoform-243,1,PMP,,false,,,,
243-PWMP,24840,protoform-243-PWMP,,PWMP,,true,,,,
243-PCEMP,24840,protoform-243-PCEMP,,PCEMP,,true,,,,
243-PCMP,24840,protoform-243-PCMP,,PCMP,,true,,,,
245,24842,protoform-245,1,PMP,,false,,,,
245-PWMP,24842,protoform-245-PWMP,,PWMP,,true,,,,
245-PCEMP,24842,protoform-245-PCEMP,,PCEMP,,true,,,,
245-PCMP,24842,protoform-245-PCMP,,PCMP,,true,,,,
244,24841,protoform-244,1,PMP,,false,,,,
244-PWMP,24841,protoform-244-PWMP,,PWMP,,true,,,,
244-PCEMP,24841,protoform-244-PCEMP,,PCEMP,,true,,,,
244-PCMP,24841,protoform-244-PCMP,,PCMP,,true,,,,
246,24843,protoform-246,1,PWMP,,false,,,,
250,24847,protoform-250,1,PPh,,false,,,,
247,24844,protoform-247,1,PPh,,false,,,,
248,24845,protoform-248,1,PPh,,false,,,,
249,24846,protoform-249,1,PWMP,,false,,,,
6082,28851,protoform-6082,1,PPh,,false,,,,
253,24850,protoform-253,1,PWMP,,false,,,,
183,24834,protoform-183,1,PAN,,false,,,,
184,24834,protoform-184,1,PMP,,false,,,,
185,24834,protoform-185,2,PWMP,,false,,,,
186,24834,protoform-186,3,PAN,,false,,,,
187,24834,protoform-187,3,PMP,,false,,,,
188,24834,protoform-188,4,PWMP,,false,,,,
189,24834,protoform-189,5,PPh,,false,,,,
190,24834,protoform-190,6,PPh,,false,,,,
191,24834,protoform-191,7,PMP,,false,,,,
192,24834,protoform-192,8,PAN,,false,,,,
193,24834,protoform-193,8,PMP,,false,,,,
194,24834,protoform-194,9,PWMP,,false,,,,
195,24834,protoform-195,10,PWMP,,false,,,,
196,24834,protoform-196,11,PWMP,,false,,,,
197,24834,protoform-197,12,PWMP,,false,,,,
198,24834,protoform-198,13,PMP,,false,,,,
199,24834,protoform-199,14,PAN,,false,,,,
200,24834,protoform-200,15,PWMP,,false,,,,
201,24834,protoform-201,16,PWMP,,false,,,,
202,24834,protoform-202,17,PWMP,,false,,,,
203,24834,protoform-203,18,PWMP,,false,,,,
204,24834,protoform-204,19,PWMP,,false,,,,
205,24834,protoform-205,20,PPh,,false,,,,
206,24834,protoform-206,21,PWMP,,false,,,,
207,24834,protoform-207,22,PWMP,,false,,,,
208,24834,protoform-208,23,PWMP,,false,,,,
209,24834,protoform-209,24,PWMP,,false,,,,
210,24834,protoform-210,25,PWMP,,false,,,,
211,24834,protoform-211,26,PWMP,,false,,,,
212,24834,protoform-212,27,PWMP,,false,,,,
213,24834,protoform-213,28,PMP,,false,,,,
214,24834,protoform-214,29,PMP,,false,,,,
215,24834,protoform-215,30,PMP,,false,,,,
216,24834,protoform-216,31,PWMP,,false,,,,
217,24834,protoform-217,32,PMP,,false,,,,
218,24834,protoform-218,33,PMP,,false,,,,
219,24834,protoform-219,34,PMP,,false,,,,
220,24834,protoform-220,35,PMP,,false,,,,
221,24834,protoform-221,36,PMP,,false,,,,
222,24834,protoform-222,37,PWMP,,false,,,,
223,24834,protoform-223,38,PWMP,,false,,,,
224,24834,protoform-224,39,PMP,,false,,,,
225,24834,protoform-225,40,PMP,,false,,,,
226,24834,protoform-226,41,PMP,,false,,,,
227,24834,protoform-227,42,PMP,,false,,,,
228,24834,protoform-228,43,PMP,,false,,,,
229,24834,protoform-229,44,PMP,,false,,,,
230,24834,protoform-230,45,PMP,,false,,,,
231,24834,protoform-231,46,PMP,,false,,,,
232,24834,protoform-232,47,PMP,,false,,,,
10616,24834,protoform-10616,48,PPh,,false,,,,
184-PWMP,24834,protoform-184-PWMP,,PWMP,,true,,,,
184-PCEMP,24834,protoform-184-PCEMP,,PCEMP,,true,,,,
184-PCMP,24834,protoform-184-PCMP,,PCMP,,true,,,,
187-PWMP,24834,protoform-187-PWMP,,PWMP,,true,,,,
187-PCEMP,24834,protoform-187-PCEMP,,PCEMP,,true,,,,
187-PCMP,24834,protoform-187-PCMP,,PCMP,,true,,,,
191-PWMP,24834,protoform-191-PWMP,,PWMP,,true,,,,
191-PCEMP,24834,protoform-191-PCEMP,,PCEMP,,true,,,,
191-PCMP,24834,protoform-191-PCMP,,PCMP,,true,,,,
193-PWMP,24834,protoform-193-PWMP,,PWMP,,true,,,,
198-PWMP,24834,protoform-198-PWMP,,PWMP,,true,,,,
198-PCEMP,24834,protoform-198-PCEMP,,PCEMP,,true,,,,
198-PCMP,24834,protoform-198-PCMP,,PCMP,,true,,,,
199-PMP,24834,protoform-199-PMP,,PMP,,true,,,,
199-PWMP,24834,protoform-199-PWMP,,PWMP,,true,,,,
213-PWMP,24834,protoform-213-PWMP,,PWMP,,true,,,,
213-PCEMP,24834,protoform-213-PCEMP,,PCEMP,,true,,,,
213-PCMP,24834,protoform-213-PCMP,,PCMP,,true,,,,
214-PWMP,24834,protoform-214-PWMP,,PWMP,,true,,,,
214-PCEMP,24834,protoform-214-PCEMP,,PCEMP,,true,,,,
214-PCMP,24834,protoform-214-PCMP,,PCMP,,true,,,,
215-PWMP,24834,protoform-215-PWMP,,PWMP,,true,,,,
215-PCEMP,24834,protoform-215-PCEMP,,PCEMP,,true,,,,
215-PCMP,24834,protoform-215-PCMP,,PCMP,,true,,,,
217-PWMP,24834,protoform-217-PWMP,,PWMP,,true,,,,
217-PCEMP,24834,protoform-217-PCEMP,,PCEMP,,true,,,,
217-PCMP,24834,protoform-217-PCMP,,PCMP,,true,,,,
218-PWMP,24834,protoform-218-PWMP,,PWMP,,true,,,,
218-PCEMP,24834,protoform-218-PCEMP,,PCEMP,,true,,,,
218-PCMP,24834,protoform-218-PCMP,,PCMP,,true,,,,
219-PWMP,24834,protoform-219-PWMP,,PWMP,,true,,,,
219-PCEMP,24834,protoform-219-PCEMP,,PCEMP,,true,,,,
219-PCMP,24834,protoform-219-PCMP,,PCMP,,true,,,,
220-PWMP,24834,protoform-220-PWMP,,PWMP,,true,,,,
220-PCEMP,24834,protoform-220-PCEMP,,PCEMP,,true,,,,
220-PCMP,24834,protoform-220-PCMP,,PCMP,,true,,,,
221-PWMP,24834,protoform-221-PWMP,,PWMP,,true,,,,
221-PCEMP,24834,protoform-221-PCEMP,,PCEMP,,true,,,,
221-PCMP,24834,protoform-221-PCMP,,PCMP,,true,,,,
224-PWMP,24834,protoform-224-PWMP,,PWMP,,true,,,,
224-PCEMP,24834,protoform-224-PCEMP,,PCEMP,,true,,,,
224-PCMP,24834,protoform-224-PCMP,,PCMP,,true,,,,
225-PWMP,24834,protoform-225-PWMP,,PWMP,,true,,,,
225-PCEMP,24834,protoform-225-PCEMP,,PCEMP,,true,,,,
225-PCMP,24834,protoform-225-PCMP,,PCMP,,true,,,,
226-PWMP,24834,protoform-226-PWMP,,PWMP,,true,,,,
226-PCEMP,24834,protoform-226-PCEMP,,PCEMP,,true,,,,
226-PCMP,24834,protoform-226-PCMP,,PCMP,,true,,,,
227-PWMP,24834,protoform-227-PWMP,,PWMP,,true,,,,
227-PCEMP,24834,protoform-227-PCEMP,,PCEMP,,true,,,,
227-PCMP,24834,protoform-227-PCMP,,PCMP,,true,,,,
228-PWMP,24834,protoform-228-PWMP,,PWMP,,true,,,,
228-PCEMP,24834,protoform-228-PCEMP,,PCEMP,,true,,,,
228-PCMP,24834,protoform-228-PCMP,,PCMP,,true,,,,
229-PWMP,24834,protoform-229-PWMP,,PWMP,,true,,,,
229-PCEMP,24834,protoform-229-PCEMP,,PCEMP,,true,,,,
229-PCMP,24834,protoform-229-PCMP,,PCMP,,true,,,,
230-PWMP,24834,protoform-230-PWMP,,PWMP,,true,,,,
230-PCEMP,24834,protoform-230-PCEMP,,PCEMP,,true,,,,
230-PCMP,24834,protoform-230-PCMP,,PCMP,,true,,,,
231-PWMP,24834,protoform-231-PWMP,,PWMP,,true,,,,
231-PCEMP,24834,protoform-231-PCEMP,,PCEMP,,true,,,,
231-PCMP,24834,protoform-231-PCMP,,PCMP,,true,,,,
232-PWMP,24834,protoform-232-PWMP,,PWMP,,true,,,,
232-PCEMP,24834,protoform-232-PCEMP,,PCEMP,,true,,,,
232-PCMP,24834,protoform-232-PCMP,,PCMP,,true,,,,
234,24836,protoform-234,1,PAN,,false,*SayaN,,6534,
235,24836,protoform-235,1,POC,,false,,,,
236,24836,protoform-236,2,PPh,,false,,,,
237,24836,protoform-237,3,PWMP,,false,,,,
234-PMP,24836,protoform-234-PMP,,PMP,,true,,,,
234-PWMP,24836,protoform-234-PWMP,,PWMP,,true,,,,
234-PCEMP,24836,protoform-234-PCEMP,,PCEMP,,true,,,,
234-PCMP,24836,protoform-234-PCMP,,PCMP,,true,,,,
234-PEMP,24836,protoform-234-PEMP,,PEMP,,true,,,,
388,24949,protoform-388,1,PMP,,false,"*añem, *ayam",,394 365,
389,24949,protoform-389,2,PWMP,,false,,,,
390,24949,protoform-390,3,PWMP,,false,,,,
391,24949,protoform-391,4,PWMP,,false,,,,
388-PWMP,24949,protoform-388-PWMP,,PWMP,,true,,,,
388-PCEMP,24949,protoform-388-PCEMP,,PCEMP,,true,,,,
388-PCMP,24949,protoform-388-PCMP,,PCMP,,true,,,,
388-PEMP,24949,protoform-388-PEMP,,PEMP,,true,,,,
388-PSHWNG,24949,protoform-388-PSHWNG,,PSHWNG,,true,,,,
388-POC,24949,protoform-388-POC,,POC,,true,,,,
394,24952,protoform-394,1,PMP,,false,*añam,,388,
394-PWMP,24952,protoform-394-PWMP,,PWMP,,true,,,,
394-PCEMP,24952,protoform-394-PCEMP,,PCEMP,,true,,,,
394-PCMP,24952,protoform-394-PCMP,,PCMP,,true,,,,
251,24848,protoform-251,1,PMP,,false,,,,
251-PWMP,24848,protoform-251-PWMP,,PWMP,,true,,,,
251-PCEMP,24848,protoform-251-PCEMP,,PCEMP,,true,,,,
251-PCMP,24848,protoform-251-PCMP,,PCMP,,true,,,,
251-PEMP,24848,protoform-251-PEMP,,PEMP,,true,,,,
251-POC,24848,protoform-251-POC,,POC,,true,,,,
6104,28871,protoform-6104,1,PPh,,false,,,,
12203,33482,protoform-12203,1,PPh,,false,,,,
392,24950,protoform-392,1,PMP,,false,,"*qaŋab, *qaŋap",,4396 4397
392-PWMP,24950,protoform-392-PWMP,,PWMP,,true,,,,
392-PCEMP,24950,protoform-392-PCEMP,,PCEMP,,true,,,,
392-PCMP,24950,protoform-392-PCMP,,PCMP,,true,,,,
11086,32681,protoform-11086,1,PPh,,false,,,,
393,24951,protoform-393,1,PWMP,,false,,,,
9146,31152,protoform-9146,1,PAN,,false,,,,
9147,31152,protoform-9147,2,PAN,,false,,,,
9146-PMP,31152,protoform-9146-PMP,,PMP,,true,,,,
9146-PWMP,31152,protoform-9146-PWMP,,PWMP,,true,,,,
9147-PMP,31152,protoform-9147-PMP,,PMP,,true,,,,
9147-PWMP,31152,protoform-9147-PWMP,,PWMP,,true,,,,
12204,33483,protoform-12204,1,PPh,,false,,,,
414,24962,protoform-414,1,PWMP,,false,,*aŋ(e)ceŋ,,415
415,24963,protoform-415,1,PWMP,,false,,*aŋ(e)cej,,414
413,24961,protoform-413,1,PWMP,,false,,,,
416,24964,protoform-416,1,PMP,,false,,,,
12111,24964,protoform-12111,1,POC,,false,,,,
416-PWMP,24964,protoform-416-PWMP,,PWMP,,true,,,,
416-PCEMP,24964,protoform-416-PCEMP,,PCEMP,,true,,,,
416-PEMP,24964,protoform-416-PEMP,,PEMP,,true,,,,
8709,30881,protoform-8709,1,PPh,,false,,,,
395,24953,protoform-395,1,PWMP,,false,,,,
12536,33760,protoform-12536,1,POC,,false,,,,
12183,32078,protoform-12183,1,PPh,,false,,,,
396,24954,protoform-396,1,PWMP,,false,,,,
397,24954,protoform-397,2,PWMP,,false,,,,
398,24954,protoform-398,3,PWMP,,false,,,,
399,24954,protoform-399,4,PWMP,,false,,,,
400,24954,protoform-400,5,PWMP,,false,,,,
401,24954,protoform-401,6,PWMP,,false,,,,
402,24954,protoform-402,7,PWMP,,false,,,,
403,24954,protoform-403,8,PWMP,,false,,,,
404,24954,protoform-404,9,PWMP,,false,,,,
405,24954,protoform-405,10,PWMP,,false,,,,
406,24955,protoform-406,1,PWMP,,false,,,,
407,24956,protoform-407,1,PMP,,false,,,,
408,24956,protoform-408,1,POC,,false,,,,
407-PWMP,24956,protoform-407-PWMP,,PWMP,,true,,,,
407-PCEMP,24956,protoform-407-PCEMP,,PCEMP,,true,,,,
407-PEMP,24956,protoform-407-PEMP,,PEMP,,true,,,,
409,24957,protoform-409,1,PMP,,false,,,,
12574,24957,protoform-12574,1,POC,,false,,,,
409-PWMP,24957,protoform-409-PWMP,,PWMP,,true,,,,
409-PCEMP,24957,protoform-409-PCEMP,,PCEMP,,true,,,,
409-PEMP,24957,protoform-409-PEMP,,PEMP,,true,,,,
10360,32113,protoform-10360,1,POC,,false,,,,
10361,32113,protoform-10361,2,POC,,false,,,,
412,24960,protoform-412,1,PWMP,,false,,,,
6979,30180,protoform-6979,1,POC,,false,*qanus-i,,10387,
256,24853,protoform-256,1,PMP,,false,*sapa,,8171,
257,24853,protoform-257,2,PWMP,,false,,,,
258,24853,protoform-258,3,PWMP,,false,,,,
259,24853,protoform-259,4,PMP,,false,,,,
260,24853,protoform-260,5,PMP,,false,,,,
261,24853,protoform-261,6,PWMP,,false,,,,
256-PWMP,24853,protoform-256-PWMP,,PWMP,,true,,,,
256-PCEMP,24853,protoform-256-PCEMP,,PCEMP,,true,,,,
256-PCMP,24853,protoform-256-PCMP,,PCMP,,true,,,,
256-PEMP,24853,protoform-256-PEMP,,PEMP,,true,,,,
256-POC,24853,protoform-256-POC,,POC,,true,,,,
259-PWMP,24853,protoform-259-PWMP,,PWMP,,true,,,,
259-PCEMP,24853,protoform-259-PCEMP,,PCEMP,,true,,,,
259-PCMP,24853,protoform-259-PCMP,,PCMP,,true,,,,
260-PWMP,24853,protoform-260-PWMP,,PWMP,,true,,,,
260-PCEMP,24853,protoform-260-PCEMP,,PCEMP,,true,,,,
260-PCMP,24853,protoform-260-PCMP,,PCMP,,true,,,,
260-PEMP,24853,protoform-260-PEMP,,PEMP,,true,,,,
260-POC,24853,protoform-260-POC,,POC,,true,,,,
6553,29890,protoform-6553,1,PAN,,false,,,,
255,24852,protoform-255,1,PWMP,,false,,,,
11684,33183,protoform-11684,1,PPh,,false,*qambat,,4192,
11145,32715,protoform-11145,1,PPh,,false,,,,
262,24854,protoform-262,1,PWMP,,false,*habed,,2540,
12511,33750,protoform-12511,1,PPh,,false,,,,
263,24855,protoform-263,1,PMP,,false,*sapeled,*pelet,8175,11250
263-PWMP,24855,protoform-263-PWMP,,PWMP,,true,,,,
263-PCEMP,24855,protoform-263-PCEMP,,PCEMP,,true,,,,
263-PCMP,24855,protoform-263-PCMP,,PCMP,,true,,,,
12184,31577,protoform-12184,1,PPh,,false,,,,
264,24856,protoform-264,1,PWMP,,false,,,,
265,24857,protoform-265,1,PWMP,,false,,,,
11118,32701,protoform-11118,1,PPh,,false,,,,
268,24859,protoform-268,1,PWMP,,false,*ampeRij,,168,
269,24860,protoform-269,1,PWMP,,false,,,,
273,24864,protoform-273,1,PAN,,false,"*empu, *impu, *umpu",,2340 5802,
274,24864,protoform-274,1,PMP,,false,"*empu, *impu, *umpu",,2340 5802,
12112,24864,protoform-12112,1,POC,,false,,,,
275,24864,protoform-275,2,PPh,,false,,,,
276,24864,protoform-276,3,PPh,,false,,,,
277,24864,protoform-277,4,PPh,,false,,,,
278,24864,protoform-278,5,PMP,,false,,,,
12113,24864,protoform-12113,5,POC,,false,,,,
279,24864,protoform-279,6,PPh,,false,,,,
280,24864,protoform-280,7,PEMP,,false,,,,
12114,24864,protoform-12114,7,POC,,false,,,,
281,24864,protoform-281,8,PPh,,false,,,,
282,24864,protoform-282,9,PPh,,false,,,,
283,24864,protoform-283,10,PPh,,false,,,,
